Report Type	Class	Year	Season	Month	State	County	Nearest Town	Time And Conditions	Date	National Park Visitation Count	Witness Count	Multiple Witnesses	BigFoot Hotspot	Forest cover rate	Number of lakes	Total Disasters	City/Suburb/Town/Rural	Unemployment_rate	Civilian labor force
Report	Class A	2001	Summer	January	New Jersey	Sussex	Hopatcong	Just your very normal wood scene	26		2.0	False	FALSE	39.5%	1501-2500	1.0	City	3.6	80,060
Report	Class A	2011	Summer	June	New Jersey	Sussex	Branchville	2-3 am, lighting was dark, road dry,	1		5.0	True	FALSE	39.5%	1501-2500	3.0	City	9.2	81,767
Report	Class B	2003	Fall	October	New Jersey	Sussex	Sussex NJ	It occurred at 130ish in the afternoon clear day good lighting	26		2.0	False	FALSE	39.5%	1501-2500	1.0	City	5.2	82,345
Report	Class B	2015	Summer	September	New Jersey	Warren	Allamuchy NJ	10:00 PM  Very dark, bright stars, not much moonlight.	29		1.0	False	FALSE	39.5%	1501-2500	3.0	City	5.3	56,694
Report	Class A	2010	Spring	May	New Jersey	Warren	Washington,N.J 07882	11 or so pm on a clear night my headlights illuminated it completely.	17	606212	2.0	False	FALSE	39.5%	1501-2500	2.0	City	10.0	58,665
Report	Class A	2007	Winter	February	New Jersey	Warren	Mansfield	It was 10:20pm and dark.  The animal was clearly defined in my head lights.  It was extremely cold out but a clear night.	7	305993	2.0	False	FALSE	39.5%	1501-2500	2.0	City	3.7	58,441
Report	Class B	2005	Summer	December	New Jersey	Warren	Harmony	night after a rainstorm	15	543817	0.0	False	FALSE	39.5%	1501-2500	0.0	City	3.9	58,514
Report	Class B	2000	Fall	October	New Jersey	Warren	Allumuchy	lighting was from a camp fire that was dieing you could see shadows and tree pretty clear from 30 to 40 feet. clear sky, stars were out no clouds.	11	476487	1.0	False	FALSE	39.5%	1501-2500	0.0	City	2.9	55,676
Report	Class A	2005	Winter	January	New Mexico	Colfax	Raton, NM	Night about 9:00pm.  Clear and cold.  Snow in patches	24	1650441	1.0	False	FALSE	5.6%	501-1500	0.0	Rural	5.4	6,734
Report	Class A	2001	Fall	December	New Mexico	Dona Ana	Las Cruces	9 pm, near freezing temperature.	5	1843650	0.0	False	FALSE	5.6%	501-1500	0.0	City	6.1	76,531
Report	Class B	2004	Fall	December	New Mexico	Lincoln	Ruidoso	About 7:00am.  The sun was just rising, but the forest, canyon, and riverbed were all cast in shadows and some darkness.	12	1733165	2.0	False	FALSE	5.6%	501-1500	0.0	Rural	4.2	10,910
Report	Class B	2010	Summer	September	New Mexico	Los Alamos	Jemez Pueblo	It was appx 2 in the morning lighting conditions were extremely dark and the weather was completely calm	10	1657550	2.0	False	FALSE	5.6%	501-1500	1.0	Suburb	3.5	9,405
Report	Class A	2012	Summer	March	New Mexico	McKinley	Sheep Springs, New Mexico	12:30 a.m. early Saturday morning. There was a full moon out and the lighting was bright. It just finished sprinkling and the roads were damp.	12	1491144	0.0	False	FALSE	5.6%	501-1500	3.0	Town	9.4	24,929
Report	Class A	2011	Winter	March	New Mexico	McKinley	Thoreau, New Mexico	It was dark outside and happened about 8 oclock at night.  It was snowing.	8	1491144	1.0	False	FALSE	5.6%	501-1500	2.0	Town	9.6	24,810
Report	Class A	2005	Fall	November	New Mexico	McKinley	Borrego pass nm	it was dark, it was windy and it was 9:00 p.m.	6	1650441	1.0	False	FALSE	5.6%	501-1500	0.0	Town	6.8	26,602
Report	Class A	2005	Fall	January	New Mexico	McKinley	Rocksprings,NM	11:45 PM, Dark, no moonlight, clear skies	16	1818551	1.0	False	FALSE	5.6%	501-1500	0.0	Town	6.8	26,602
Report	Class B	2008	Winter	April	New Mexico	Otero	Mescalero	AT NIGHT/LIGHTLY SNOWING.	12	1556586	1.0	False	FALSE	5.6%	501-1500	3.0	Suburb	4.2	25,590
Report	Class A	2004	Summer	August	New Mexico	Otero	Mescalero	Around 5:00 a.m.  and 12:30 a.m.  Cold and we just had a cooked.	26	1733165	3.0	True	FALSE	5.6%	501-1500	0.0	Suburb	5.1	26,323
Report	Class A	2004	Summer	December	New Mexico	Otero	in mescalero		29	1733165	0.0	False	FALSE	5.6%	501-1500	0.0	Suburb	5.1	26,323
Report	Class B	2004	Summer	January	New Mexico	Otero	Cloudcroft	About 1 am.  It was a clear night.  No lights were in the area.  There was a fire pit with some ambers still burning.	21	2250766	2.0	False	FALSE	5.6%	501-1500	0.0	Suburb	5.1	26,323
Report	Class B	2004	Spring	December	New Mexico	Otero	Mescalero Apache Nation		30	1733165	4.0	True	FALSE	5.6%	501-1500	0.0	Suburb	5.1	26,323
Report	Class A	2002	Summer	March	New Mexico	Otero	Mescalero, New Mexico	All of these incidents occurred at dark and late at night. The weather was typical late summer, hot in the day, cool and clear at night.  Lighting in all cases was by vehicle headlights.  This is a rural area, so night lighting is usually from a yard light.	5	2253186	20.0	True	FALSE	5.6%	501-1500	2.0	Suburb	5.6	24,643
Report	Class A	2001	Summer	March	New Mexico	Otero	Mescalero	It was a clear night, early morning. The moon was out and there was an orange street light about 8 ft. from it.	7	1766079	2.0	False	FALSE	5.6%	501-1500	0.0	Suburb	5.4	24,306
Report	Class B	2000	Summer	October	New Mexico	Otero	Mescalero, NM	The night was a clear night with	28	1766079	3.0	True	FALSE	5.6%	501-1500	2.0	Suburb	5.4	24,229
Report	Class B	2004	Fall	December	New Mexico	Otero	Mescalero	This happened early in the morning.  I think maybe between 6am and 7am.	2	1968414	2.0	False	FALSE	5.6%	501-1500	0.0	Suburb	5.1	26,323
Report	Class A	2004	Fall	March	New Mexico	Otero	Pinon N.M.	Morning hours. Lighting was good. Somewhat windy.	30		0.0	False	FALSE	5.6%	501-1500	0.0	Suburb	5.1	26,323
Report	Class B	2021	Summer	July	New Mexico	Rio Arriba	Chama	Morning, approximately 8-.9 am. Day was cool, bright, no wind	11	1428767	1.0	False	FALSE	5.6%	501-1500	3.0			
Report	Class B	2005	Summer	August	New Mexico	Rio Arriba		2 a.m. (coyote sounds with yowling)	26	1650441	20.0	True	FALSE	5.6%	501-1500	0.0	Suburb	6.1	20,631
Report	Class B	2005	Summer	June	New Mexico	Rio Arriba	Dulce.	Early morning, 255am to be exact.  It was clear and cool outside, and eerily quiet.	26	1650441	1.0	False	FALSE	5.6%	501-1500	0.0	Suburb	6.1	20,631
Report	Class A	2005	Winter	March	New Mexico	Rio Arriba	gubnerdor nm.	it was about 6:30 p.m. weather was off and on sprincles snow mix dark but lite with work light on water truck	30	1650441	2.0	False	FALSE	5.6%	501-1500	0.0	Suburb	6.1	20,631
Report	Class A	2005	Winter	May	New Mexico	Rio Arriba	bloomfield nm	early morning full moon cold	1	1733165	2.0	False	FALSE	5.6%	501-1500	0.0	Suburb	6.1	20,631
Report	Class B	2001	Fall	January	New Mexico	Rio Arriba	Tierra Amarilla	The event occured between 9:00 and 10:30am. It was clear and sunny.	31	2076080	2.0	False	FALSE	5.6%	501-1500	0.0	Suburb	6.1	19,136
Report	Class A	2004	Spring	March	New Mexico	Rio Arriba	Cuba, New Mexico	At around 4:00 AM; one dim outside light (post) close to where I was at; overcast, visibility poor.	30	1732645	1.0	False	FALSE	5.6%	501-1500	0.0	Suburb	6.5	20,470
Report	Class B	2007	Fall	June	New Mexico	Rio Arriba	Lindrith, NM	4pm to 11pm	30	1866398	5.0	True	FALSE	5.6%	501-1500	0.0	Suburb	4.6	20,011
Report	Class A	2009	Spring	August	New Mexico	San Juan	Crystal, New Mexico	At 5:00 pm, sunny, blue skies.  Clear visibility.  The sun was shining on the side of the hill the creature was running up.	11	1659574	1.0	False	FALSE	5.6%	501-1500	2.0	City	7.4	55,673
Report	Class B	2005	Fall	October	New Mexico	San Juan	sanostee	approximately 12:30 am.  Clear skies, full moon.	28	1650441	0.0	False	FALSE	5.6%	501-1500	0.0	City	5.4	53,743
Report	Class B	2005	Summer	August	New Mexico	San Juan	Sheepspings	0145, it was pitch black and the best you could see was about 2 feet in front of you. The weather was cloudy because there were no stars visible. Light rain throught the night and fog in the morning.	7	1650441	1.0	False	FALSE	5.6%	501-1500	0.0	City	5.4	53,743
Report	Class A	2005	Fall	May	New Mexico	San Juan	RED VALLEY	WARM SUMMER AFTERNOON, CLEAR SKY, LEAVES WERE STARTING TO CHANGE COLORS. QUIET..	5	1825305	2.0	False	FALSE	5.6%	501-1500	0.0	City	5.4	53,743
Report	Class A	2002	Spring	June	New Mexico	San Juan	Crystal, New Mexico	Approximately 8:30 pm with	19	1818551	2.0	False	FALSE	5.6%	501-1500	2.0	City	6.1	50,784
Report	Class A	2005	Spring	September	New Mexico	San Juan	Shiprock, Teec Nos Pos	Just about sun down.	9	1818551	3.0	True	FALSE	5.6%	501-1500	0.0	City	5.4	53,743
Report	Class B	1998	Summer	July	New Mexico	San Juan			1	2180832	0.0	False	FALSE	5.6%	501-1500	0.0			
Report	Class A	2000	Summer	January	New Mexico	San Juan	Toadlena		14	1646501	10.0	True	FALSE	5.6%	501-1500	2.0	City	5.8	49,327
Report	Class A	2013	Fall	December	New Mexico	San Miguel	Las Vegas, NM	0100.  It was chilly ( I could see my breath in the air).  A moderately well lit area because of light splash from a nearby gas station.  Enough to see a solid silhouette and some color.	22	1512529	0.0	False	FALSE	5.6%	501-1500	1.0	Suburb	8.3	11,155
Report	Class B	2002	Summer	December	New Mexico	Sandoval	Cuba, New Mexico	Early morning may 8:30 A.M. Bright	27	2076080	7.0	True	FALSE	5.6%	501-1500	2.0	City	5.9	45,518
Report	Class A	2020	Winter	September	New Mexico	Socorro	San antonio nm	It was dark. Around 6 pm. Weather was clear	21	2004642	2.0	False	FALSE	5.6%	501-1500	2.0	Town	7.1	6,248
Report	Class A	2011	Winter	February	New Mexico	Taos	Tres Piedras- Antonito	It was during the night time between 10:00p.m. and 11:00p.m. about a few miles back the weather conditions were snowy but the particular spot was dry and nice.	21	1491144	2.0	False	FALSE	5.6%	501-1500	2.0	Town	10.1	15,076
Report	Class A	2009	Summer	August	New Mexico	Taos	Red River	Around  4:50 AM, clear night/morning	20	1659574	2.0	False	FALSE	5.6%	501-1500	2.0	Town	8.3	17,351
Report	Class B	2006	Fall	October	New Mexico	Taos	Taos N.M.	on the 2nd it was about 6:00 pm	10	1620457	1.0	False	FALSE	5.6%	501-1500	2.0	Town	5.5	17,360
Report	Class B	2002	Spring	September	New Mexico	Taos	Red River	Late morning.	6	1766079	0.0	False	FALSE	5.6%	501-1500	2.0	Town	6.6	16,786
Report	Class A	2003	Fall	February	Nevada	Douglas	Genoa, Nevada	A beautiful fall day. Clear but a little bite in the air.  2 o'clock pm.	25	6314238	4.0	True	FALSE	0.5%	0-250	1.0	Suburb	5.1	22,133
Report	Class A	2007	Summer	December	Nevada	Esmeralda	Dyer Nevada	2:00 p.m.  Weather conditions; Clear and warm	18	7899863	0.0	False	FALSE	0.5%	0-250	2.0	Rural	3.1	477
Report	Class B	2007	Winter	August	Nevada	Humboldt	Winnemucca	It was about a hour and a half before sunset, it was a clear winter evening. The sun was behind the mountain at the time.	11	7770179	2.0	False	FALSE	0.5%	0-250	2.0	Town	3.6	8,039
Report	Class A	2001	Summer	December	Nevada	Storey	Gold Hill Nv.  (American flats)	4:15pm broad daylight clear skys, warm almost hot	3	4998984	2.0	False	FALSE	0.5%	0-250	0.0	City	3.7	2,034
Report	Class B	2003	Summer	February	Nevada	Washoe	Reno	Clear dry night.  No wind.  No clouds.	3		1.0	False	FALSE	0.5%	0-250	1.0	City	4.6	204,198
Report	Class A	2003	Summer	January	Nevada	Washoe	Reno	Described in context above.	22		3.0	True	FALSE	0.5%	0-250	1.0	City	4.6	204,198
Report	Class B	2003	Fall	January	Nevada	Washoe	Reno	The incident occured about 3:30 PM.  Light was good in the meadow, but the sun was falling behind the trees on the Western ridge, shadowing the draw below.	21		2.0	False	FALSE	0.5%	0-250	1.0	City	4.6	204,198
Report	Class B	2001	Summer	August	New York	Albany	Altamont, New York	8pm, clear summer evening, still light outside.	14	18125067	2.0	False	FALSE	50.9%	5001-10000	0.0	City	3.3	154,790
Report	Class B	2010	Winter	September	New York	Allegany	Belmont, NY	It happened at night, after dark and it was snowing hard.	14	18470757	2.0	False	FALSE	50.9%	5001-10000	2.0	Rural	9.3	24,270
Report	Class A	2005	Winter	May	New York	Allegany	Wellsville	It was mid afternoon, and it was around the middle of winter. Sun was out, it was a mild winter day.	16	18742031	0.0	False	FALSE	50.9%	5001-10000	0.0	Rural	5.8	23,520
Report	Class A	1998	Winter	September	New York	Broome		I was shoveling snow as I had done many times that night and letting out the dog as usual. When hearing the strange knocking, I was wiping my kitchen table, and when my son heard the strange scream, he was outside feeding the chickens in the backyard.	19		0.0	False	FALSE	50.9%	5001-10000	3.0			
Report	Class A	1997	Fall	October	New York	Broome		Just taking a walk with my dog.	3		0.0	False	FALSE	50.9%	5001-10000	1.0			
Report	Class A	2019	Summer	August	New York	Cattaraugus	Salamanca	Night roughly 10pm	22	12110827	2.0	False	FALSE	50.9%	5001-10000	1.0	Suburb	4.8	33,593
Report	Class A	2005	Fall	December	New York	Cattaraugus	Napoli,Little Valley,Salamanca	It was about 11:00am light was good ,and no leaves on the trees it was just wet ground no wind.	16	19980010	1.0	False	FALSE	50.9%	5001-10000	0.0	Suburb	5.4	42,100
Report	Class A	2001	Fall	November	New York	Cattaraugus	salamanca	it was right before the sun was setting.and it was very cold about 30 to 40 degrees.	19	18125067	3.0	True	FALSE	50.9%	5001-10000	0.0	Suburb	5.0	41,038
Report	Class B	2002	Summer	July	New York	Cattaraugus	napoli, little valley,salamanca	circa 9 pm	3	19980010	6.0	True	FALSE	50.9%	5001-10000	2.0	Suburb	5.7	41,762
Report	Class B	2003	Fall	May	New York	Chautauqua	Findley Lake	10 or 11 pm.	23		3.0	True	FALSE	50.9%	5001-10000	3.0	Suburb	5.8	66,701
Report	Class B	2000	Fall	October	New York	Chemung	Breesport	Approx. 10:30 AM, 50 degree range, slight breeze, sunny with some scattered clouds (very white) in the sky.	7	19980010	0.0	False	FALSE	50.9%	5001-10000	0.0	City	4.3	42,647
Report	Class B	2002	Summer	September	New York	Chemung	Van Etten	Around 10pm, Cool, very clear skies with lots of stars, but VERY dark.	6	17579776	2.0	False	FALSE	50.9%	5001-10000	2.0	City	6.5	42,285
Report	Class B	2000	Winter	August	New York	Chemung	Elmira	The incident occurred at aprrox. 10pm at night. I was jogging through a trail at the base of one of the hills in our valley. Area was mixed forest common to upstate New York. It was late Febuary, cold, with about four inches of old snow on the ground. The night was cloudless and clear, and there was a fairly decent amount of light between the moon light, and its reflection off the snow.	13	14900995	0.0	False	FALSE	50.9%	5001-10000	0.0	City	4.3	42,647
Report	Class B	2002	Summer	September	New York	Chenango	Plymouth	Dead of night, cool and clear.  Stars were out, with a campfire going the first time we heard it.	20	17374768	2.0	False	FALSE	50.9%	5001-10000	2.0	Town	5.6	24,623
Report	Class B	2002	Summer	July	New York	Chenango	Smyrna [7 miles or so from Plymouth, NY]	approx 10 pm	21	17374768	2.0	False	FALSE	50.9%	5001-10000	2.0	Town	5.6	24,623
Report	Class B	2006	Winter	March	New York	Clinton	Saranac	6:30 am.  The sun had just come up	6	17569804	5.0	True	FALSE	50.9%	5001-10000	1.0	Town	5.3	40,080
Report	Class A	2002	Summer	November	New York	Clinton	Saranac, NY	Sunny clear day	4	18742031	0.0	False	FALSE	50.9%	5001-10000	2.0	Town	5.4	39,665
Report	Class A	2002	Spring	November	New York	Columbia	Kinderhook, NY	Between 5:30 and 6:pm	5	13787926	1.0	False	FALSE	50.9%	5001-10000	2.0	Suburb	4.3	31,297
Report	Class A	1998	Winter	January	New York	Cortland		Occurred in January or February.	3		0.0	False	FALSE	50.9%	5001-10000	3.0			
Report	Class B	2006	Fall	April	New York	Delaware	Deposit	It was late afternoon. Sunny and warm.	13	17569804	1.0	False	FALSE	50.9%	5001-10000	1.0	Town	4.3	23,517
Report	Class A	2004	Winter	July	New York	Delaware	Treadwell	The several incidences occured at different times. The only one that occured during the day was the tracks we spotted.	7		1.0	False	FALSE	50.9%	5001-10000	4.0	Town	4.6	23,103
Report	Class B	1998	Fall	December	New York	Delaware		About 09:00.	16	17579776	0.0	False	FALSE	50.9%	5001-10000	3.0			
Report	Class B	2020	Spring	December	New York	Dutchess	Pawling, NY	9pm.  Dark, cold, mostly cloudy.  Low wind.	29	20372188	3.0	True	FALSE	50.9%	5001-10000	4.0	City	7.7	142,061
Report	Class A	2013	Fall	December	New York	Dutchess	Amenia	Dusk, getting dark but very visible, clear skies, crescent almost half moon	14	12110827	0.0	False	FALSE	50.9%	5001-10000	2.0	City	6.8	145,403
Report	Class A	2009	Summer	June	New York	Dutchess	Rhinebeck	6:30 in the evening. It was fairly sunny, and partly cloudy. It wasn't raining, or anything.	29	19000183	1.0	False	FALSE	50.9%	5001-10000	0.0	City	7.8	144,898
Report	Class B	2008	Summer	May	New York	Dutchess	Beekman	1:00 a.m. warm no wind very dark night.	23		1.0	False	FALSE	50.9%	5001-10000	2.0	City	5.1	145,570
Report	Class B	2005	Spring	May	New York	Dutchess	Pine Plains		7	10754738	0.0	False	FALSE	50.9%	5001-10000	0.0	City	3.9	146,915
Report	Class B	1999	Summer	April	New York	Erie		Late Spring/Early Summer 1998.	29	18742031	1.0	False	FALSE	50.9%	5001-10000	3.0			
Report	Class A	2020	Summer	March	New York	Essex	Keene	Details in my submitted report.	8	19117272	4.0	True	FALSE	50.9%	5001-10000	4.0	Town	8.1	16,518
Report	Class B	2006	Summer	July	New York	Essex	Minerva NY	Late morning. A clear, sunny, summer day.	13	16746119	1.0	False	FALSE	50.9%	5001-10000	1.0	Town	5.6	18,746
Report	Class B	2005	Fall	June	New York	Essex	Keene Valley		24		0.0	False	FALSE	50.9%	5001-10000	0.0	Town	5.4	18,729
Report	Class B	2004	Fall	January	New York	Essex	elizabethtown	around 2a.m.night clear with stars	31	17374768	2.0	False	FALSE	50.9%	5001-10000	4.0	Town	5.5	18,592
Report	Class B	2002	Fall	October	New York	Essex	Mineville	12:45am, it was very dark, slightly foggy, and barely sprinkling.	5	17374768	0.0	False	FALSE	50.9%	5001-10000	2.0	Town	5.2	18,783
Report	Class B	1998	Fall	September	New York	Essex		Between 4:00 p.m. and 3:00 a.m.	29	18742031	0.0	False	FALSE	50.9%	5001-10000	3.0			
Report	Class A	2005	Summer	January	New York	Essex	Saranac Lake NY	Approx: 8:00PM	18	16374182	1.0	False	FALSE	50.9%	5001-10000	0.0	Town	5.4	18,729
Report	Class A	1999	Summer	January	New York	Essex		First encounter: June 25-26, 1989 between one and two AM	11		4.0	True	FALSE	50.9%	5001-10000	3.0			
Report	Class B	2009	Summer	May	New York	Fulton	caroga lake	130 am cloudy and warm and very dark out	5	16737541	1.0	False	FALSE	50.9%	5001-10000	0.0	Suburb	9.8	27,264
Report	Class A	2002	Summer	May	New York	Fulton	Caroga Lake	about two am.	10	18742031	2.0	False	FALSE	50.9%	5001-10000	2.0	Suburb	5.0	26,917
Report	Class B	2007	Winter	December	New York	Fulton	Mayfield, N. Y.	Mid-day, sunny, cold.	26		2.0	False	FALSE	50.9%	5001-10000	2.0	Suburb	5.3	27,288
Report	Class A	2014	Summer	July	New York	Hamilton	Wells, NY near the Sacandaga River	12:37 a.m., the moon was bright, the night was clear. No precipitation or fog in the area.	11	17230317	1.0	False	FALSE	50.9%	5001-10000	4.0	Rural	7.5	2,427
Report	Class B	2010	Fall	December	New York	Hamilton	Northville	11 p.m.  Clear to partly cloudy skies.  Warm enough and bug-free that was wearing shorts and maybe a pullover	1	19117272	1.0	False	FALSE	50.9%	5001-10000	2.0	Rural	10.1	2,506
Report	Class B	2004	Spring	January	New York	Hamilton	Indian Lake	10pm, very dark, cool, probably in thelower 40's.	26	18470757	0.0	False	FALSE	50.9%	5001-10000	4.0	Rural	5.6	3,056
Report	Class A	2003	Summer	August	New York	Hamilton	don't know	Early moning.Out of direct sunlight in shaded thick woods bordering mountain steam and ponds	3	12200239	0.0	False	FALSE	50.9%	5001-10000	3.0	Rural	5.5	2,950
Report	Class B	2000	Summer	March	New York	Hamilton	long lake village	nightime 11:10 P.M. clear and muggy	3		2.0	False	FALSE	50.9%	5001-10000	0.0	Rural	5.5	2,855
Report	Class A	2003	Summer	August	New York	Lewis	Lyon Falls	It was in the afternoon the sun was shining so we could see a lot.	4	19980010	7.0	True	FALSE	50.9%	5001-10000	3.0	Town	6.5	12,430
Report	Class B	2000	Summer	October	New York	Madison	Cazenovia	Mild weather	13		2.0	False	FALSE	50.9%	5001-10000	0.0	City	3.8	34,954
Report	Class B	2004	Summer	June	New York	Monroe	rochester ny town of greece	it  was between 12-- 1 am weather was nice and warm around 68 degrees withe a cloud here and there complete blackness	24	16737541	3.0	True	FALSE	50.9%	5001-10000	4.0	City	5.3	372,709
Report	Class A	1998	Fall	September	New York	Monroe		the sighting was sometime in late september-early october,1997.	30	17579776	1.0	False	FALSE	50.9%	5001-10000	3.0			
Report	Class A	2005	Fall	October	New York	Niagara	Middleport	Approximately 6 PM with clear skies and bright afternoon sunshine in front of biped causing it briefly to look somewhat lighter colored in front though it seemed very dark brown colored but not black	4	17374768	1.0	False	FALSE	50.9%	5001-10000	0.0	City	5.6	111,654
Report	Class B	2009	Fall	December	New York	Oneida	Verona Beach, NY	Time was approximately 10pm. Lighting was moderate, and the weather was chilly and no precipitation or wind.	17		2.0	False	FALSE	50.9%	5001-10000	0.0	City	7.5	110,657
Report	Class B	2017	Summer	August	New York	Onondaga	Syracuse	Late afternoon	3		2.0	False	FALSE	50.9%	5001-10000	3.0	City	4.7	219,498
Report	Class B	2021	Fall	March	New York	Ontario	Middlesex	In the morning about 9:oo AM both times.	16	10543413	2.0	False	FALSE	50.9%	5001-10000	6.0			
Report	Class A	2003	Fall	November	New York	Ontario	Naples	it was around 8:30 or 9 in the morning. It was very cold and overcast	10	12200239	1.0	False	FALSE	50.9%	5001-10000	3.0	City	5.2	55,092
Report	Class A	2019	Fall	December	New York	Orange	Tuxedo NY	Night, 11pm. Seasonal rd, no ligting except moonlight and head lights from vehicle.	25	13842782	0.0	False	FALSE	50.9%	5001-10000	1.0	City	3.6	186,523
Report	Class B	2001	Summer	April	New York	Orange	Greenwood Lake	Partly overcast sky with broken clouds, approx. 10,000 feet, and mild temps.	5		1.0	False	FALSE	50.9%	5001-10000	0.0	City	3.7	163,929
Report	Class A	2005	Winter	May	New York	Orleans	Kuckville	Between 2am and 3am.	12	16375561	2.0	False	FALSE	50.9%	5001-10000	0.0	City	5.6	19,949
Report	Class B	2004	Summer	February	New York	Orleans	Albion	2:00 a.m. It was very warm. There was no wind. It was a clear night.	6	17374768	2.0	False	FALSE	50.9%	5001-10000	4.0	City	6.4	19,813
Report	Class A	2007	Spring	March	New York	Orleans	MEDINA	ABOUT 6:30 AM...WAS DAYLIGHT..AND CLEAR	7	17579776	0.0	False	FALSE	50.9%	5001-10000	2.0	City	5.7	19,435
Report	Class B	2002	Summer	August	New York	Orleans	clarendon	it was about 11pm at night dark,clear no wind could hear everything very well	11		2.0	False	FALSE	50.9%	5001-10000	2.0	City	6.4	19,945
Report	Class B	2005	Spring	March	New York	Orleans	Location withheld	Mid-day, sunny. Leaves and foilage just beginning to bloom.	29	15507229	0.0	False	FALSE	50.9%	5001-10000	0.0	City	5.6	19,949
Report	Class A	2002	Fall	November	New York	Oswego	Sandy Creek	It was around 10 pm at night, a very dark night with complete overcast, it was raining slightly but so light it was almost like a fine mist.	17	16374182	1.0	False	FALSE	50.9%	5001-10000	2.0	City	6.5	59,324
Report	Class B	2002	Winter	January	New York	Oswego	Williamstown, NY	IT was about 11 pm.  It was very chilly outside and there were clear skies as I recall seeing the stars through the window that night	7		2.0	False	FALSE	50.9%	5001-10000	2.0	City	6.5	59,324
Report	Class A	2005	Spring	August	New York	Otsego	Township of Unadilla, close to the Village of Sidney, NY	08:00 was when I saw this.  It was sunny and beautiful out.	23	16737541	1.0	False	FALSE	50.9%	5001-10000	0.0	Town	4.5	31,923
Report	Class B	1998	Summer	July	New York	Otsego			17	18742031	0.0	False	FALSE	50.9%	5001-10000	3.0			
Report	Class A	2006	Summer	February	New York	Otsego	Maryland	6 am, dark, snow on the ground, about 30 degrees	20		0.0	False	FALSE	50.9%	5001-10000	1.0	Town	4.4	31,995
Report	Class B	2020	Spring	May	New York	Putnam	Patterson	About 11pm. Overcast slight breeze. Area is  well lit with a lot of light pollution but your eyes need to adjust as there are plenty of dark areas and small wooded patches.	18	10543413	2.0	False	FALSE	50.9%	5001-10000	4.0	City	7.6	50,079
Report	Class B	2006	Summer	July	New York	Putnam	Grarrison	7-8 pm  Heavy Wooded area of Hemlock and spruce and Oak, Lower open understory	9	16737541	2.0	False	FALSE	50.9%	5001-10000	1.0	City	3.5	56,200
Report	Class A	2005	Summer	June	New York	Putnam	KENT	APPROX 9 PM, VERY BRIGHT MOON LIGHT NIGHT	7	12792880	2.0	False	FALSE	50.9%	5001-10000	0.0	City	3.7	56,031
Report	Class B	2004	Winter	March	New York	Rensselaer	Petersburgh, NY	Cold, pitch dark.	7	16737541	4.0	True	FALSE	50.9%	5001-10000	4.0	City	4.7	82,863
Report	Class B	2002	Winter	June	New York	Rensselaer	Sand Lake, NY	Sunny day in January.  Blue skies, with a light snow falling.  About 2 feet of snow on the ground in the woods.  It was mid-morning, about 10 or 11 am.	15	14726892	2.0	False	FALSE	50.9%	5001-10000	2.0	City	4.6	82,211
Report	Class A	2003	Summer	January	New York	Rensselaer	Poestenkill	Time of day and lighting conditions covered in our report. The weather was clear,no rain, typical July night time temperature of approx. 65-70 degrees F.	20	13918877	2.0	False	FALSE	50.9%	5001-10000	3.0	City	4.7	82,044
Report	Class B	2010	Summer	August	New York	Rockland	Stony Point	night at 9:20pm dark	10	19117272	1.0	False	FALSE	50.9%	5001-10000	2.0	City	7.6	150,109
Report	Class B	2003	Fall	January	New York	Rockland	monroe ny	1030 pm cold clear well lit with those heas lights	23	17579776	0.0	False	FALSE	50.9%	5001-10000	3.0	City	4.7	148,295
Report	Class B	2002	Winter	September	New York	Rockland	Stony Point	I saw the footprints in the morning, so it was at some point during the night.  We had no snow previous to that night.	29	14726892	0.0	False	FALSE	50.9%	5001-10000	2.0	City	4.4	147,197
Report	Class A	1999	Fall	September	New York	Schuyler		Approximately 9:00 P.M.	14	18470757	0.0	False	FALSE	50.9%	5001-10000	3.0			
Report	Class B	2009	Spring	March	New York	St. Lawrence	Near Canton, NY	1600 E.S.T.	18	19000183	2.0	False	FALSE	50.9%	5001-10000	0.0	Suburb	10.0	49,791
Report	Class A	2009	Fall	March	New York	St. Lawrence	Canton NY	always late afternoon /evening	13		0.0	False	FALSE	50.9%	5001-10000	0.0	Suburb	10.0	49,791
Report	Class A	2021	Fall	March	New York	Steuben	Bath	2-3am	27	13514258	8.0	True	FALSE	50.9%	5001-10000	6.0			
Report	Class B	2007	Fall	June	New York	Steuben	Prattsburg	Described in the account	21	16375561	1.0	False	FALSE	50.9%	5001-10000	2.0	Suburb	5.2	44,642
Report	Class B	2002	Fall	December	New York	Steuben	Bath	early morning, aprox 830am	23	17374768	1.0	False	FALSE	50.9%	5001-10000	2.0	Suburb	7.2	47,128
Report	Class A	2001	Fall	June	New York	Steuben	Addison/Erwin	Mid afternoon, clear about 35-40 deg.	4	15173465	0.0	False	FALSE	50.9%	5001-10000	0.0	Suburb	4.9	48,328
Report	Class A	2006	Spring	January	New York	Steuben	Canisteo	late morning / early afternoon	25		2.0	False	FALSE	50.9%	5001-10000	1.0	Suburb	5.2	44,716
Report	Class A	2004	Fall	December	New York	Tioga	Endicott/Owego	Night 1am no streetlights, very clear air no fog or weather.	31		2.0	False	FALSE	50.9%	5001-10000	4.0	City	5.3	26,077
